match_id,city,venue,date,team1,team2,toss_winner,toss_decision,winner,player_of_match,season,month,day,match_result_type,toss_match_win,day_type
142,Chennai,MA Chidambaram Stadium,2019-04-09,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Dl Chahar,2019,4,9,Normal,Yes,Weekday
143,Mumbai,Wankhede Stadium,2019-04-10,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Ka Pollard,2019,4,10,Normal,Yes,Weekday
144,Jaipur,Sawai Mansingh Stadium,2019-04-11,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Ms Dhoni,2019,4,11,Normal,Yes,Weekday
145,Kolkata,Eden Gardens,2019-04-12,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,S Dhawan,2019,4,12,Normal,Yes,Weekday
146,Mumbai,Wankhede Stadium,2019-04-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Jc Buttler,2019,4,13,Normal,Yes,Weekend
147,Mohali,PCA Stadium,2019-04-13,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ab De Villiers,2019,4,13,Normal,Yes,Weekend
148,Kolkata,Eden Gardens,2019-04-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Imran Tahir,2019,4,14,Normal,Yes,Weekend
149,Hyderabad,RGI Stadium,2019-04-14,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Delhi Capitals,Kma Paul,2019,4,14,Normal,No,Weekend
150,Mumbai,Wankhede Stadium,2019-04-15,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Sl Malinga,2019,4,15,Normal,Yes,Weekday
151,Mohali,PCA Stadium,2019-04-16,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Punjab Kings,R Ashwin,2019,4,16,Normal,No,Weekday
152,Hyderabad,RGI Stadium,2019-04-17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Sunrisers Hyderabad,Da Warner,2019,4,17,Normal,No,Weekday
153,Delhi,Arun Jaitley Stadium,2019-04-18,Mumbai Indians,Delhi Capitals,Mumbai Indians,Bat,Mumbai Indians,Hh Pandya,2019,4,18,Normal,Yes,Weekday
154,Kolkata,Eden Gardens,2019-04-19,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,Field,Royal Challengers Bengaluru,V Kohli,2019,4,19,Normal,No,Weekday
155,Jaipur,Sawai Mansingh Stadium,2019-04-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Spd Smith,2019,4,20,Normal,Yes,Weekend
156,Delhi,Arun Jaitley Stadium,2019-04-20,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Ss Iyer,2019,4,20,Normal,Yes,Weekend
157,Hyderabad,RGI Stadium,2019-04-21,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Kk Ahmed,2019,4,21,Normal,Yes,Weekend
158,Bengaluru,M Chinnaswamy Stadium,2019-04-21,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Royal Challengers Bengaluru,Pa Patel,2019,4,21,Normal,No,Weekend
159,Jaipur,Sawai Mansingh Stadium,2019-04-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Rr Pant,2019,4,22,Normal,Yes,Weekday
160,Chennai,MA Chidambaram Stadium,2019-04-23,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Sr Watson,2019,4,23,Normal,Yes,Weekday
161,Bengaluru,M Chinnaswamy Stadium,2019-04-24,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field,Royal Challengers Bengaluru,Ab De Villiers,2019,4,24,Normal,No,Weekday
162,Kolkata,Eden Gardens,2019-04-25,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Vr Aaron,2019,4,25,Normal,Yes,Weekday
163,Chennai,MA Chidambaram Stadium,2019-04-26,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Mumbai Indians,Rg Sharma,2019,4,26,Normal,No,Weekday
164,Jaipur,Sawai Mansingh Stadium,2019-04-27,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Jd Unadkat,2019,4,27,Normal,Yes,Weekend
165,Delhi,Arun Jaitley Stadium,2019-04-28,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Bat,Delhi Capitals,S Dhawan,2019,4,28,Normal,Yes,Weekend
166,Kolkata,Eden Gardens,2019-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Kolkata Knight Riders,Ad Russell,2019,4,28,Normal,No,Weekend
167,Hyderabad,RGI Stadium,2019-04-29,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Field,Sunrisers Hyderabad,Da Warner,2019,4,29,Normal,No,Weekday
168,Bengaluru,M Chinnaswamy Stadium,2019-04-30,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field,No Result,No Player,2019,4,30,No Result,No,Weekday
169,Chennai,MA Chidambaram Stadium,2019-05-01,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Chennai Super Kings,Ms Dhoni,2019,5,1,Normal,No,Weekday
170,Mumbai,Wankhede Stadium,2019-05-02,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,No Result,Jj Bumrah,2019,5,2,No Result,No,Weekday
171,Mohali,PCA Stadium,2019-05-03,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Shubman Gill,2019,5,3,Normal,Yes,Weekday
172,Delhi,Arun Jaitley Stadium,2019-05-04,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Bat,Delhi Capitals,A Mishra,2019,5,4,Normal,No,Weekend
173,Bengaluru,M Chinnaswamy Stadium,2019-05-04,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,So Hetmyer,2019,5,4,Normal,Yes,Weekend
174,Mohali,PCA Stadium,2019-05-05,Chennai Super Kings,Punjab Kings,Punjab Kings,Field,Punjab Kings,Kl Rahul,2019,5,5,Normal,Yes,Weekend
175,Mumbai,Wankhede Stadium,2019-05-05,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Hh Pandya,2019,5,5,Normal,Yes,Weekend
176,Chennai,MA Chidambaram Stadium,2019-05-07,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Mumbai Indians,Sa Yadav,2019,5,7,Normal,No,Weekday
177,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2019-05-08,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Rr Pant,2019,5,8,Normal,Yes,Weekday
178,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2019-05-10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,F Du Plessis,2019,5,10,Normal,Yes,Weekday
179,Hyderabad,RGI Stadium,2019-05-12,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Mumbai Indians,Jj Bumrah,2019,5,12,Normal,Yes,Weekend
180,Abu Dhabi,Sheikh Zayed Stadium,2020-09-19,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,At Rayudu,2020,9,19,Normal,Yes,Weekend
181,Dubai,Dubai International Stadium,2020-09-20,Delhi Capitals,Punjab Kings,Punjab Kings,Field,No Result,Mp Stoinis,2020,9,20,No Result,No,Weekend
182,Abu Dhabi,Sheikh Zayed Stadium,2020-10-21,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Bat,Royal Challengers Bengaluru,Mohammed Siraj,2020,10,21,Normal,No,Weekday
183,Sharjah,Sharjah Cricket Stadium,2020-11-03,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,S Nadeem,2020,11,3,Normal,Yes,Weekday
184,Sharjah,Sharjah Cricket Stadium,2020-09-22,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Rajasthan Royals,Sv Samson,2020,9,22,Normal,No,Weekday
185,Abu Dhabi,Sheikh Zayed Stadium,2020-10-24,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Kolkata Knight Riders,Cv Varun,2020,10,24,Normal,No,Weekend
186,Dubai,Dubai International Stadium,2020-10-24,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Punjab Kings,Cj Jordan,2020,10,24,Normal,No,Weekend
187,Abu Dhabi,Sheikh Zayed Stadium,2020-10-28,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Sa Yadav,2020,10,28,Normal,Yes,Weekday
188,Sharjah,Sharjah Cricket Stadium,2020-10-09,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Delhi Capitals,R Ashwin,2020,10,9,Normal,No,Weekday
189,Abu Dhabi,Sheikh Zayed Stadium,2020-10-07,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Ra Tripathi,2020,10,7,Normal,Yes,Weekday
190,Sharjah,Sharjah Cricket Stadium,2020-10-31,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Sandeep Sharma,2020,10,31,Normal,Yes,Weekend
191,Abu Dhabi,Sheikh Zayed Stadium,2020-10-01,Mumbai Indians,Punjab Kings,Punjab Kings,Field,Mumbai Indians,Ka Pollard,2020,10,1,Normal,No,Weekday
192,Dubai,Dubai International Stadium,2020-09-30,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Kolkata Knight Riders,Shivam Mavi,2020,9,30,Normal,No,Weekday
193,Abu Dhabi,Sheikh Zayed Stadium,2020-11-02,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,A Nortje,2020,11,2,Normal,Yes,Weekday
194,Abu Dhabi,Sheikh Zayed Stadium,2020-11-01,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Rd Gaikwad,2020,11,1,Normal,Yes,Weekend
195,Dubai,Dubai International Stadium,2020-10-11,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat,Rajasthan Royals,R Tewatia,2020,10,11,Normal,No,Weekend
196,Abu Dhabi,Sheikh Zayed Stadium,2020-09-23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Mumbai Indians,Rg Sharma,2020,9,23,Normal,No,Weekday
197,Sharjah,Sharjah Cricket Stadium,2020-10-17,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Delhi Capitals,S Dhawan,2020,10,17,Normal,No,Weekend
198,Dubai,Dubai International Stadium,2020-09-24,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Punjab Kings,Kl Rahul,2020,9,24,Normal,No,Weekday
199,Abu Dhabi,Sheikh Zayed Stadium,2020-10-06,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Mumbai Indians,Sa Yadav,2020,10,6,Normal,Yes,Weekday
200,Abu Dhabi,Sheikh Zayed Stadium,2020-10-18,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,No Result,Lh Ferguson,2020,10,18,No Result,No,Weekend
201,Dubai,Dubai International Stadium,2020-10-04,Punjab Kings,Chennai Super Kings,Punjab Kings,Bat,Chennai Super Kings,Sr Watson,2020,10,4,Normal,No,Weekend
202,Abu Dhabi,Sheikh Zayed Stadium,2020-10-03,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Bat,Royal Challengers Bengaluru,Ys Chahal,2020,10,3,Normal,No,Weekend
203,Sharjah,Sharjah Cricket Stadium,2020-10-03,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Delhi Capitals,Ss Iyer,2020,10,3,Normal,No,Weekend
204,Dubai,Dubai International Stadium,2020-10-02,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,Pk Garg,2020,10,2,Normal,Yes,Weekday
205,Dubai,Dubai International Stadium,2020-10-18,Mumbai Indians,Punjab Kings,Mumbai Indians,Bat,No Result,Kl Rahul,2020,10,18,No Result,No,Weekend
206,Dubai,Dubai International Stadium,2020-10-22,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Mk Pandey,2020,10,22,Normal,Yes,Weekday
207,Dubai,Dubai International Stadium,2020-10-05,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Delhi Capitals,Ar Patel,2020,10,5,Normal,No,Weekday
208,Sharjah,Sharjah Cricket Stadium,2020-10-26,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Field,Punjab Kings,Ch Gayle,2020,10,26,Normal,Yes,Weekday
209,Sharjah,Sharjah Cricket Stadium,2020-10-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Ta Boult,2020,10,23,Normal,Yes,Weekday
210,Dubai,Dubai International Stadium,2020-10-17,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Bat,Royal Challengers Bengaluru,Ab De Villiers,2020,10,17,Normal,No,Weekend
211,Abu Dhabi,Sheikh Zayed Stadium,2020-10-10,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Kd Karthik,2020,10,10,Normal,Yes,Weekend
212,Dubai,Dubai International Stadium,2020-10-27,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Sunrisers Hyderabad,Wp Saha,2020,10,27,Normal,No,Weekday
213,Dubai,Dubai International Stadium,2020-10-10,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,V Kohli,2020,10,10,Normal,Yes,Weekend
214,Abu Dhabi,Sheikh Zayed Stadium,2020-10-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Mumbai Indians,Q De Kock,2020,10,16,Normal,No,Weekday
215,Sharjah,Sharjah Cricket Stadium,2020-09-27,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Sv Samson,2020,9,27,Normal,Yes,Weekend
216,Dubai,Dubai International Stadium,2020-10-13,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Chennai Super Kings,Ra Jadeja,2020,10,13,Normal,Yes,Weekday
217,Abu Dhabi,Sheikh Zayed Stadium,2020-10-11,Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Mumbai Indians,Q De Kock,2020,10,11,Normal,No,Weekend
218,Dubai,Dubai International Stadium,2020-11-01,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Kolkata Knight Riders,Pj Cummins,2020,11,1,Normal,No,Weekend
219,Sharjah,Sharjah Cricket Stadium,2020-10-15,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Bat,Punjab Kings,Kl Rahul,2020,10,15,Normal,No,Weekday
220,Abu Dhabi,Sheikh Zayed Stadium,2020-09-29,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Sunrisers Hyderabad,Rashid Khan,2020,9,29,Normal,No,Weekday
221,Abu Dhabi,Sheikh Zayed Stadium,2020-10-19,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Rajasthan Royals,Jc Buttler,2020,10,19,Normal,No,Weekday
222,Dubai,Dubai International Stadium,2020-09-21,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Royal Challengers Bengaluru,Ys Chahal,2020,9,21,Normal,No,Weekday
223,Dubai,Dubai International Stadium,2020-10-31,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Ishan Kishan,2020,10,31,Normal,Yes,Weekend
224,Dubai,Dubai International Stadium,2020-10-29,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Rd Gaikwad,2020,10,29,Normal,Yes,Weekday
225,Abu Dhabi,Sheikh Zayed Stadium,2020-10-30,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Ba Stokes,2020,10,30,Normal,Yes,Weekday
226,Sharjah,Sharjah Cricket Stadium,2020-10-04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Mumbai Indians,Ta Boult,2020,10,4,Normal,Yes,Weekend
227,Dubai,Dubai International Stadium,2020-09-25,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Delhi Capitals,Pp Shaw,2020,9,25,Normal,No,Weekday
228,Sharjah,Sharjah Cricket Stadium,2020-10-12,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Ab De Villiers,2020,10,12,Normal,Yes,Weekday
229,Abu Dhabi,Sheikh Zayed Stadium,2020-10-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Rajasthan Royals,Ba Stokes,2020,10,25,Normal,No,Weekend
230,Dubai,Dubai International Stadium,2020-10-08,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,Jm Bairstow,2020,10,8,Normal,Yes,Weekday
231,Dubai,Dubai International Stadium,2020-10-14,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,Delhi Capitals,A Nortje,2020,10,14,Normal,Yes,Weekday
232,Dubai,Dubai International Stadium,2020-10-25,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Bat,Chennai Super Kings,Rd Gaikwad,2020,10,25,Normal,No,Weekend
233,Abu Dhabi,Sheikh Zayed Stadium,2020-09-26,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Kolkata Knight Riders,Shubman Gill,2020,9,26,Normal,No,Weekend
234,Dubai,Dubai International Stadium,2020-10-20,Delhi Capitals,Punjab Kings,Delhi Capitals,Bat,Punjab Kings,S Dhawan,2020,10,20,Normal,No,Weekday
235,Dubai,Dubai International Stadium,2020-09-28,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,No Result,Ab De Villiers,2020,9,28,No Result,No,Weekday
236,Dubai,Dubai International Stadium,2020-11-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Mumbai Indians,Jj Bumrah,2020,11,5,Normal,No,Weekday
237,Abu Dhabi,Sheikh Zayed Stadium,2020-11-06,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Ks Williamson,2020,11,6,Normal,Yes,Weekday
238,Abu Dhabi,Sheikh Zayed Stadium,2020-11-08,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bat,Delhi Capitals,Mp Stoinis,2020,11,8,Normal,Yes,Weekend
239,Dubai,Dubai International Stadium,2020-11-10,Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Mumbai Indians,Ta Boult,2020,11,10,Normal,No,Weekday
240,Chennai,MA Chidambaram Stadium,2021-04-09,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Hv Patel,2021,4,9,Normal,Yes,Weekday
241,Mumbai,Wankhede Stadium,2021-04-10,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,S Dhawan,2021,4,10,Normal,Yes,Weekend
242,Chennai,MA Chidambaram Stadium,2021-04-11,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Kolkata Knight Riders,N Rana,2021,4,11,Normal,No,Weekend
243,Mumbai,Wankhede Stadium,2021-04-12,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Punjab Kings,Sv Samson,2021,4,12,Normal,No,Weekday
244,Chennai,MA Chidambaram Stadium,2021-04-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Mumbai Indians,Rd Chahar,2021,4,13,Normal,No,Weekday
245,Chennai,MA Chidambaram Stadium,2021-04-14,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Royal Challengers Bengaluru,Gj Maxwell,2021,4,14,Normal,No,Weekday
246,Mumbai,Wankhede Stadium,2021-04-15,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Jd Unadkat,2021,4,15,Normal,Yes,Weekday
247,Mumbai,Wankhede Stadium,2021-04-16,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Dl Chahar,2021,4,16,Normal,Yes,Weekday
248,Chennai,MA Chidambaram Stadium,2021-04-17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Mumbai Indians,Ka Pollard,2021,4,17,Normal,Yes,Weekend
249,Chennai,MA Chidambaram Stadium,2021-04-18,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Ab De Villiers,2021,4,18,Normal,Yes,Weekend
250,Mumbai,Wankhede Stadium,2021-04-18,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,S Dhawan,2021,4,18,Normal,Yes,Weekend
251,Mumbai,Wankhede Stadium,2021-04-19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Chennai Super Kings,Mm Ali,2021,4,19,Normal,No,Weekday
252,Chennai,MA Chidambaram Stadium,2021-04-20,Mumbai Indians,Delhi Capitals,Mumbai Indians,Bat,Delhi Capitals,A Mishra,2021,4,20,Normal,No,Weekday
253,Chennai,MA Chidambaram Stadium,2021-04-21,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Bat,Sunrisers Hyderabad,Jm Bairstow,2021,4,21,Normal,No,Weekday
254,Mumbai,Wankhede Stadium,2021-04-21,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Chennai Super Kings,F Du Plessis,2021,4,21,Normal,No,Weekday
255,Mumbai,Wankhede Stadium,2021-04-22,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,D Padikkal,2021,4,22,Normal,Yes,Weekday
256,Chennai,MA Chidambaram Stadium,2021-04-23,Mumbai Indians,Punjab Kings,Punjab Kings,Field,Punjab Kings,Kl Rahul,2021,4,23,Normal,Yes,Weekday
257,Mumbai,Wankhede Stadium,2021-04-24,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Ch Morris,2021,4,24,Normal,Yes,Weekend
258,Mumbai,Wankhede Stadium,2021-04-25,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Bat,Chennai Super Kings,Ra Jadeja,2021,4,25,Normal,Yes,Weekend
259,Chennai,MA Chidambaram Stadium,2021-04-25,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bat,No Result,Pp Shaw,2021,4,25,No Result,No,Weekend
260,Ahmedabad,Narendra Modi Stadium,2021-04-26,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Ejg Morgan,2021,4,26,Normal,Yes,Weekday
261,Ahmedabad,Narendra Modi Stadium,2021-04-27,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Royal Challengers Bengaluru,Ab De Villiers,2021,4,27,Normal,No,Weekday
262,Delhi,Arun Jaitley Stadium,2021-04-28,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Chennai Super Kings,Rd Gaikwad,2021,4,28,Normal,No,Weekday
263,Delhi,Arun Jaitley Stadium,2021-04-29,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Q De Kock,2021,4,29,Normal,Yes,Weekday
264,Ahmedabad,Narendra Modi Stadium,2021-04-29,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Pp Shaw,2021,4,29,Normal,Yes,Weekday
265,Ahmedabad,Narendra Modi Stadium,2021-04-30,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Punjab Kings,Harpreet Brar,2021,4,30,Normal,No,Weekday
266,Delhi,Arun Jaitley Stadium,2021-05-01,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Ka Pollard,2021,5,1,Normal,Yes,Weekend
267,Delhi,Arun Jaitley Stadium,2021-05-02,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Rajasthan Royals,Jc Buttler,2021,5,2,Normal,No,Weekend
268,Ahmedabad,Narendra Modi Stadium,2021-05-02,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Ma Agarwal,2021,5,2,Normal,Yes,Weekend
269,Abu Dhabi,Sheikh Zayed Stadium,2021-09-20,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Bat,Kolkata Knight Riders,Cv Varun,2021,9,20,Normal,No,Weekday
270,Abu Dhabi,Sheikh Zayed Stadium,2021-10-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Mumbai Indians,Ishan Kishan,2021,10,8,Normal,Yes,Weekday
271,Abu Dhabi,Sheikh Zayed Stadium,2021-10-02,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Rd Gaikwad,2021,10,2,Normal,Yes,Weekend
272,Sharjah,Sharjah Cricket Stadium,2021-10-03,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Gj Maxwell,2021,10,3,Normal,Yes,Weekend
273,Sharjah,Sharjah Cricket Stadium,2021-09-30,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Jr Hazlewood,2021,9,30,Normal,Yes,Weekday
274,Sharjah,Sharjah Cricket Stadium,2021-09-28,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Sp Narine,2021,9,28,Normal,Yes,Weekday
275,Sharjah,Sharjah Cricket Stadium,2021-10-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Nm Coulter-Nile,2021,10,5,Normal,Yes,Weekday
276,Dubai,Dubai International Stadium,2021-10-07,Chennai Super Kings,Punjab Kings,Punjab Kings,Field,Punjab Kings,Kl Rahul,2021,10,7,Normal,Yes,Weekday
